;index;IF_NUMBER;PART;NAME;CINEMATIC_PATH;DATE_MEASUREMENT;DISPLACEMENT;DIRECTION;IDX_POINT;MEASUREMENT_VALUE;DANGER_HIGH;ALARM_HIGH;ALARM_LOW;uuid;klantFK;naam;if
7130;14;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2022-01-26 10:13:55;Overall Vib Vel;3Ax;7;2.0323744;4.5;2.8;0.0;5b43496f6e7e4e7ab6193dc39c71a731;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7131;15;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL1;2022-01-26 10:13:57;Overall Acc;3RH;8;0.32241032;6.0;3.0;0.0;ad442e135ce34c2ba878b912d6f85f4b;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7132;16;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL2;2022-01-26 10:13:57;Overall Acc;3RV;9;0.59154642;6.0;3.0;0.0;61d6ea5a13ff471bafdca119a0163e43;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7133;17;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2022-01-26 10:13:57;Overall Acc;3Ax;7;0.3174589;6.0;3.0;0.0;65d15fcd25424de9849b3889087d94f1;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7134;0;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-10 13:24:45;Overall Vib Vel;1Ax;1;8.0691357;4.5;2.8;0.0;be40489c60b14640aca9b2bbf24e70bd;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7135;1;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-10 13:24:45;Overall Vib Vel;1RH;2;3.7694883;4.5;2.8;0.0;dce8d6f909d8490bace4ce3d2c0ff9e6;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7136;2;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-10 13:24:45;Overall Vib Vel;1RV;3;2.3319411;4.5;2.8;0.0;3727e39c96de48b4b0dbf82814b5feba;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7137;3;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-10 13:24:46;Overall Acc;1Ax;1;0.58138764;6.0;3.0;0.0;208d63f098434a878e7120c38153e75e;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7138;4;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-10 13:24:46;Overall Acc;1RH;2;0.49006367;6.0;3.0;0.0;01859bf9948c4c488de5371f74e26232;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7139;5;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-10 13:24:46;Overall Acc;1RV;3;0.46923697;6.0;3.0;0.0;a5444be282fb462db9c18a776f2028a6;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7140;6;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-10 13:25:12;Overall Vib Vel;2Ax;4;2.4286563;4.5;2.8;0.0;b1c2283bf2744e579215532e4a8aed28;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7141;7;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-10 13:25:12;Overall Vib Vel;2RH;5;2.7802951;4.5;2.8;0.0;8651956d14c54a0a94dd63a993e14abe;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7142;8;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-10 13:25:12;Overall Vib Vel;2RV;6;1.1462191;4.5;2.8;0.0;afe17b84b17d4450a5259edc9f1375ee;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7143;9;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-10 13:25:13;Overall Acc;2Ax;4;0.24290784;6.0;3.0;0.0;c83ed23f1ead46af9d8b70a7d065f7b5;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7144;10;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-10 13:25:13;Overall Acc;2RH;5;0.37190154;6.0;3.0;0.0;9a4ca7f6832644abacd0685f82546422;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7145;11;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-10 13:25:13;Overall Acc;2RV;6;0.19016178;6.0;3.0;0.0;f2b1827338b4419c9734d4922e118f63;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7146;12;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-10 13:25:41;Overall Vib Vel;3RH;8;1.2773411;4.5;2.8;0.0;bbcb333cdaf44d19b30c8d66be3dd851;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7147;13;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-10 13:25:41;Overall Vib Vel;3RV;9;1.3967535;4.5;2.8;0.0;75e695255f5d423197ac134a3845a378;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7148;14;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-10 13:25:41;Overall Vib Vel;3Ax;7;1.4867309;4.5;2.8;0.0;6719435e8ce945ada13f9b95377ebf2c;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7149;15;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-10 13:25:42;Overall Acc;3RH;8;0.15772201;6.0;3.0;0.0;a4fdc9ff34cd447cbb009fabd3166a85;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7150;16;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-10 13:25:42;Overall Acc;3RV;9;0.18518278;6.0;3.0;0.0;ec5a4335c3854ab58b15ab2c978e3d3e;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7151;17;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-10 13:25:42;Overall Acc;3Ax;7;0.20431368;6.0;3.0;0.0;6507cdb9347448b7b75b0b7786f4da7c;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7152;0;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 10:15:05;Overall Vib Vel;1Ax;1;3.6041141;4.5;2.8;0.0;4a0dd370fcc24062bebeea7c7de89750;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7153;1;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 10:15:05;Overall Vib Vel;1RH;2;3.0020287;4.5;2.8;0.0;fcca0600b72a413686b24b24998bb7b3;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7154;2;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 10:15:05;Overall Vib Vel;1RV;3;1.6861551;4.5;2.8;0.0;18f73e4c64124c11bf277a95a2c16e66;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7155;3;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 10:15:07;Overall Acc;1Ax;1;0.54712933;6.0;3.0;0.0;44d0906218f046488ede58931e8fef19;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7156;4;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 10:15:07;Overall Acc;1RH;2;0.4053227;6.0;3.0;0.0;3e990667cae84cb0a0ace58d22b1f49a;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7157;5;Gor2IF339;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 10:15:07;Overall Acc;1RV;3;0.44808209;6.0;3.0;0.0;0529eb06f88b4d7b959403b7785fdf58;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7158;6;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-08-23 10:15:48;Overall Vib Vel;2Ax;4;1.9568835;4.5;2.8;0.0;4f8632b20e904c439ac0f30c3de5aeae;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7159;7;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-08-23 10:15:48;Overall Vib Vel;2RH;5;2.3111658;4.5;2.8;0.0;2b553bf0779349aaac45d57bca7e4953;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7160;8;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-08-23 10:15:48;Overall Vib Vel;2RV;6;1.3134547;4.5;2.8;0.0;fe6a65dcbc0346ffa8f0ae2d398d8126;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7161;9;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-08-23 10:15:49;Overall Acc;2Ax;4;0.21307997;6.0;3.0;0.0;4a789a1768444123b597c25a490279b6;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7162;10;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-08-23 10:15:49;Overall Acc;2RH;5;0.25354746;6.0;3.0;0.0;c432dc3e668b4539beb9823d2accf9f6;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7163;11;Gor2IF339;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-08-23 10:15:49;Overall Acc;2RV;6;0.20687781;6.0;3.0;0.0;3e4890c75248493c86b59e7692431bf2;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7164;12;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL1;2021-08-23 10:16:12;Overall Vib Vel;3RH;8;1.6833657;4.5;2.8;0.0;6bb18b17751749e0838d4a420b6336e8;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7165;13;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL2;2021-08-23 10:16:12;Overall Vib Vel;3RV;9;1.4718641;4.5;2.8;0.0;a47c1ae2549a4c1d87099618d1646785;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7166;14;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2021-08-23 10:16:12;Overall Vib Vel;3Ax;7;1.6749387;4.5;2.8;0.0;6f3f5fcc3c2b4efba9b29e7cbc766c0d;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7167;15;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL1;2021-08-23 10:16:13;Overall Acc;3RH;8;0.15067072;6.0;3.0;0.0;7438d1e2b0bd4dbc9551c999df05aae8;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7168;16;Gor2IF339;3-Pump-DE;Pump;801_1526_RADIAL2;2021-08-23 10:16:13;Overall Acc;3RV;9;0.12738322;6.0;3.0;0.0;5ae0faa9dae44b3b8ac20b64f198451f;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7169;17;Gor2IF339;3-Pump-DE;Pump;801_1526_AXIAL;2021-08-23 10:16:13;Overall Acc;3Ax;7;0.16109627;6.0;3.0;0.0;e53f4d32a41644399bfaeeaeb140584c;1220;Vreugdenhil Dairy Foods Gorinchem;IF339
7170;0;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2022-01-26 10:15:17;Overall Vib Vel;1Ax;1;1.740617;4.5;2.8;0.0;924f2f15bb9847f786e2f8bb69cb3984;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7171;1;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2022-01-26 10:15:17;Overall Vib Vel;1RH;2;3.2860801;4.5;2.8;0.0;405ba40b71d24af0ba2ea39acd2401c3;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7172;2;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2022-01-26 10:15:17;Overall Vib Vel;1RV;3;1.7655693;4.5;2.8;0.0;97b5be09fd9f4b38a7c00a605206abab;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7173;3;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2022-01-26 10:15:18;Overall Acc;1Ax;1;0.35085639;6.0;3.0;0.0;8d289e6eae1a4f05b155b4554acdda9f;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7174;4;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2022-01-26 10:15:18;Overall Acc;1RH;2;0.46866;6.0;3.0;0.0;29c50ef4ce844a38889f256adcff1b63;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7175;5;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2022-01-26 10:15:18;Overall Acc;1RV;3;0.534693;6.0;3.0;0.0;2b4f42cd8d394026afbd21e4ac390ee9;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7176;6;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2022-01-26 10:15:42;Overall Vib Vel;2Ax;4;1.78249;4.5;2.8;0.0;cdb132d796974ffe9507c7ea6f66dc04;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7177;7;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2022-01-26 10:15:42;Overall Vib Vel;2RH;5;3.8277822;4.5;2.8;0.0;91ac647fc78a438587ff1334dfa302c4;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7178;8;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2022-01-26 10:15:42;Overall Vib Vel;2RV;6;2.6026869;4.5;2.8;0.0;d748aacaf67a47ff9522fe8041e9fc5e;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7179;9;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2022-01-26 10:15:43;Overall Acc;2Ax;4;0.45893764;6.0;3.0;0.0;4805158faaee45839c93f472fdce0aaa;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7180;10;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2022-01-26 10:15:43;Overall Acc;2RH;5;0.60783529;6.0;3.0;0.0;ce407aa1cdb347c39bc013debf109990;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7181;11;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2022-01-26 10:15:43;Overall Acc;2RV;6;0.58959335;6.0;3.0;0.0;d1d05625a18640e79ea0da821f79eb41;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7182;12;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2022-01-26 10:16:07;Overall Vib Vel;3RH;8;1.2645092;4.5;2.8;0.0;5e456b2164be4762b73ff12c8dc6c902;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7183;13;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2022-01-26 10:16:07;Overall Vib Vel;3RV;9;1.4161097;4.5;2.8;0.0;315dc877887b4ff8841fc208e0f411e1;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7184;14;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2022-01-26 10:16:07;Overall Vib Vel;3Ax;7;1.2198619;4.5;2.8;0.0;20c4b5c89f194523b722d3d6fc4b535f;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7185;15;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2022-01-26 10:16:08;Overall Acc;3RH;8;0.23773353;6.0;3.0;0.0;d76c38cf9ba04ae9955953b9fc871533;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7186;16;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2022-01-26 10:16:08;Overall Acc;3RV;9;0.26888147;6.0;3.0;0.0;b0cfad25fded42b78c004ef2f8e4ffdf;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7187;17;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2022-01-26 10:16:08;Overall Acc;3Ax;7;0.37675524;6.0;3.0;0.0;1621e77b02b54258b4697997628938f6;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7188;0;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 10:17:31;Overall Vib Vel;1Ax;1;12.802241;4.5;2.8;0.0;b54874d2ec7b49ef95f0d5d94bfd7e8e;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7189;1;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 10:17:31;Overall Vib Vel;1RH;2;10.008538;4.5;2.8;0.0;4993d31e42eb43a197c8011969c96042;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7190;2;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 10:17:31;Overall Vib Vel;1RV;3;2.7184069;4.5;2.8;0.0;654d4a858e3c4ebca762c9445d32e5b1;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7191;3;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 10:17:32;Overall Acc;1Ax;1;0.51134509;6.0;3.0;0.0;c12ac727ab5d4dafa6e58724cfbac6c1;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7192;4;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 10:17:32;Overall Acc;1RH;2;0.41578874;6.0;3.0;0.0;ec39ad1964c843b6b66770360ac362a2;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7193;5;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 10:17:32;Overall Acc;1RV;3;0.47528574;6.0;3.0;0.0;085d7a0d012542a8b628457affc7aab3;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7194;6;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-08-23 10:17:57;Overall Vib Vel;2Ax;4;2.9942155;4.5;2.8;0.0;890a525a2b924796929c87ea96227920;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7195;7;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-08-23 10:17:57;Overall Vib Vel;2RH;5;1.6566309;4.5;2.8;0.0;650119f797914f249ad05115fbd61c15;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7196;8;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-08-23 10:17:57;Overall Vib Vel;2RV;6;4.747716;4.5;2.8;0.0;62bcf3d90e4948e282a59987d50c883e;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7197;9;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-08-23 10:17:58;Overall Acc;2Ax;4;0.42707229;6.0;3.0;0.0;4068b98cbdd442b58f70ece8a9d656ca;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7198;10;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-08-23 10:17:58;Overall Acc;2RH;5;0.26488438;6.0;3.0;0.0;9dbc4b0dbeb04d9dacccbcbcc47e10f3;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7199;11;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-08-23 10:17:58;Overall Acc;2RV;6;0.71780503;6.0;3.0;0.0;b7bba784c54a4efcb3e94c070d8128eb;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7200;12;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2021-08-23 10:18:22;Overall Vib Vel;3RH;8;1.5537424;4.5;2.8;0.0;35f25998bf1248618031bc4f27a4d9f9;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7201;13;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2021-08-23 10:18:22;Overall Vib Vel;3RV;9;2.0844595;4.5;2.8;0.0;4a7f9645b46e4663bf13558fdcc8fea6;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7202;14;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2021-08-23 10:18:22;Overall Vib Vel;3Ax;7;2.238188;4.5;2.8;0.0;ae577f3777a54384ac398c6a1244c7f7;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7203;15;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2021-08-23 10:18:23;Overall Acc;3RH;8;0.30091071;6.0;3.0;0.0;3d90d340768045b1bb7c1ffafb3d6f9a;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7204;16;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2021-08-23 10:18:23;Overall Acc;3RV;9;0.27262923;6.0;3.0;0.0;9245619649e943ceaf40cb178181cea2;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7205;17;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2021-08-23 10:18:23;Overall Acc;3Ax;7;0.45039037;6.0;3.0;0.0;8ec0a02c408746e39216f4c5a6f9b763;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7206;0;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-10 12:27:23;Overall Vib Vel;1Ax;1;3.5409861;4.5;2.8;0.0;51a29aba7ee64eb9ba66cde29d18b3eb;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7207;1;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-10 12:27:23;Overall Vib Vel;1RH;2;3.803462;4.5;2.8;0.0;210a0c72131547a39ed35e17cc5c10aa;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7208;2;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-10 12:27:23;Overall Vib Vel;1RV;3;2.2751307;4.5;2.8;0.0;359ef14a2bda4d129ee6976cf9f769d5;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7209;3;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-11-10 12:27:24;Overall Acc;1Ax;1;0.28035247;6.0;3.0;0.0;349644a4a38a4d998cd97377cd4b4806;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7210;4;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-11-10 12:27:24;Overall Acc;1RH;2;0.47586054;6.0;3.0;0.0;6942264b40ae44738af66f994dfb6e87;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7211;5;Gor2IF340;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-11-10 12:27:24;Overall Acc;1RV;3;0.6698572;6.0;3.0;0.0;db92c3202ef7418ca179b6378dd52426;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7212;6;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-10 12:27:46;Overall Vib Vel;2Ax;4;2.2266364;4.5;2.8;0.0;926d46c211a444a2ab5db8d239c061da;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7213;7;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-10 12:27:46;Overall Vib Vel;2RH;5;7.877799;4.5;2.8;0.0;3ceac08e0649496bb9e35b6ddd92c808;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7214;8;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-10 12:27:46;Overall Vib Vel;2RV;6;3.4938092;4.5;2.8;0.0;ca2e607a06b440dcb92ce18ce11e71e8;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7215;9;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-11-10 12:27:47;Overall Acc;2Ax;4;0.44341803;6.0;3.0;0.0;65e501499412437aa0ace8a660240a47;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7216;10;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL1;2021-11-10 12:27:47;Overall Acc;2RH;5;1.1725535;6.0;3.0;0.0;10f9253aa53a41ba8d7f3b819ec2ba94;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7217;11;Gor2IF340;2-Electric motor-DE;Electric motor;799_1525_RADIAL2;2021-11-10 12:27:47;Overall Acc;2RV;6;0.58781427;6.0;3.0;0.0;0e9f498f44c6425cbc5c8e7996acd82d;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7218;12;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-10 12:28:14;Overall Vib Vel;3RH;8;1.5869873;4.5;2.8;0.0;16d0eaec5bce44d698160d570a5c838e;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7219;13;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-10 12:28:14;Overall Vib Vel;3RV;9;2.9933724;4.5;2.8;0.0;8d0e2e759c904f84b38b4d2e24ef5895;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7220;14;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-10 12:28:14;Overall Vib Vel;3Ax;7;1.3754721;4.5;2.8;0.0;cbe4c42df72c490f93f335e258ac2eb0;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7221;15;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL1;2021-11-10 12:28:15;Overall Acc;3RH;8;0.19227692;6.0;3.0;0.0;83afab9a1e724df09614661513e08669;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7222;16;Gor2IF340;3-Pump-DE;Pump;801_1526_RADIAL2;2021-11-10 12:28:15;Overall Acc;3RV;9;0.3981075;6.0;3.0;0.0;b713430beb4e45c787700aba5d1292b9;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7223;17;Gor2IF340;3-Pump-DE;Pump;801_1526_AXIAL;2021-11-10 12:28:15;Overall Acc;3Ax;7;0.18760975;6.0;3.0;0.0;e8eb382f64454bc5b9d4aa24ac5c5ba1;1220;Vreugdenhil Dairy Foods Gorinchem;IF340
7224;0;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 09:52:45;Overall Vib Vel;1Ax;1;0.54655945;4.5;2.8;0.0;95539871ea814ca2bd8029b9da083f10;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7225;1;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 09:52:45;Overall Vib Vel;1RV;3;0.5603689;4.5;2.8;0.0;140ccaea409845779237ea3b70a94dff;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7226;2;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 09:52:45;Overall Vib Vel;1RH;2;0.72540188;4.5;2.8;0.0;e967781f7970439c99d6c446b9ebbc4f;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7227;3;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_AXIAL;2021-08-23 09:52:46;Overall Acc;1Ax;1;0.15642874;6.0;3.0;0.0;4299f3c0c93a463db1433b71a49dbffd;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7228;4;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_RADIAL2;2021-08-23 09:52:46;Overall Acc;1RV;3;0.22781992;6.0;3.0;0.0;29778062a9174058831d876ced533569;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7229;5;Gor2IF332;1-Electric motor-NDE;Electric motor;799_1524_RADIAL1;2021-08-23 09:52:46;Overall Acc;1RH;2;0.31633556;6.0;3.0;0.0;8629ab5fa3734418aadeaa7f85b76e6e;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
7230;6;Gor2IF332;2-Electric motor-DE;Electric motor;799_1525_AXIAL;2021-08-23 09:53:24;Overall Vib Vel;2Ax;4;0.53838533;4.5;2.8;0.0;0eba83ec27cb4f3884014ea34722c9de;1220;Vreugdenhil Dairy Foods Gorinchem;IF332
